Entity,Code,Year,Share of the population using safely managed drinking water services
Ireland,IRL,2021,95.995834
Ireland,IRL,2022,95.9914
Isle of Man,IMN,2009,96.66723
Isle of Man,IMN,2010,96.66723
Isle of Man,IMN,2011,96.66723
Isle of Man,IMN,2012,96.66723
Isle of Man,IMN,2013,96.66723
Isle of Man,IMN,2014,97.00307
Isle of Man,IMN,2015,97.339455
Isle of Man,IMN,2016,97.67641
Isle of Man,IMN,2017,98.013916
Isle of Man,IMN,2018,98.35198
Isle of Man,IMN,2019,98.690605
Isle of Man,IMN,2020,99.02979
Isle of Man,IMN,2021,99.36953
Isle of Man,IMN,2022,99.70983
Israel,ISR,2000,99.77199
Israel,ISR,2001,99.77214
Israel,ISR,2002,99.75787
Israel,ISR,2003,99.743614
Israel,ISR,2004,99.72934
Israel,ISR,2005,99.71506
Israel,ISR,2006,99.70076
Israel,ISR,2007,99.686455
Israel,ISR,2008,99.67215
Israel,ISR,2009,99.65783
Israel,ISR,2010,99.64351
Israel,ISR,2011,99.62918
Israel,ISR,2012,99.614845
Israel,ISR,2013,99.60051
Israel,ISR,2014,99.58617
Israel,ISR,2015,99.571815
Israel,ISR,2016,99.557465
Israel,ISR,2017,99.5431
Israel,ISR,2018,99.528725
Israel,ISR,2019,99.51434
Israel,ISR,2020,99.499954
Israel,ISR,2021,99.485565
Israel,ISR,2022,99.47115
Italy,ITA,2000,94.76838
Italy,ITA,2001,94.98711
Italy,ITA,2002,95.20594
Italy,ITA,2003,95.424866
Italy,ITA,2004,95.6439
Italy,ITA,2005,95.86303
Italy,ITA,2006,96.08226
Italy,ITA,2007,96.13227
Italy,ITA,2008,95.90065
Italy,ITA,2009,95.6689
Italy,ITA,2010,95.43701
Italy,ITA,2011,95.204994
Italy,ITA,2012,94.97285
Italy,ITA,2013,94.74057
Italy,ITA,2014,94.508156
Italy,ITA,2015,94.25136
Italy,ITA,2016,93.99455
Italy,ITA,2017,93.737755
Italy,ITA,2018,93.48096
Italy,ITA,2019,93.22416
Italy,ITA,2020,92.967354
Italy,ITA,2021,92.710556
Italy,ITA,2022,92.710556
Japan,JPN,2000,97.85424
Japan,JPN,2001,97.85424
Japan,JPN,2002,97.85424
Japan,JPN,2003,97.85424
Japan,JPN,2004,97.85424
Japan,JPN,2005,97.90149
Japan,JPN,2006,97.94875
Japan,JPN,2007,97.99602
Japan,JPN,2008,98.04329
Japan,JPN,2009,98.09057
Japan,JPN,2010,98.13786
Japan,JPN,2011,98.18516
Japan,JPN,2012,98.23246
Japan,JPN,2013,98.27977
Japan,JPN,2014,98.327095
Japan,JPN,2015,98.37442
Japan,JPN,2016,98.42175
Japan,JPN,2017,98.4691
Japan,JPN,2018,98.51645
Japan,JPN,2019,98.56381
Japan,JPN,2020,98.611176
Japan,JPN,2021,98.65855
Japan,JPN,2022,98.65855
Jordan,JOR,2000,53.49447
Jordan,JOR,2001,53.497055
Jordan,JOR,2002,53.49964
Jordan,JOR,2003,53.50227
Jordan,JOR,2004,53.50485
Jordan,JOR,2005,53.455513
Jordan,JOR,2006,55.555233
Jordan,JOR,2007,57.663956
Jordan,JOR,2008,59.781048
Jordan,JOR,2009,61.906273
Jordan,JOR,2010,64.038826
Jordan,JOR,2011,66.178314
Jordan,JOR,2012,68.324135
Jordan,JOR,2013,70.475975
Jordan,JOR,2014,72.63322
Jordan,JOR,2015,74.81074
Jordan,JOR,2016,76.989494
Jordan,JOR,2017,79.16953
Jordan,JOR,2018,81.350815
Jordan,JOR,2019,83.53326
Jordan,JOR,2020,85.71684
Jordan,JOR,2021,85.71292
Jordan,JOR,2022,85.70913
Kazakhstan,KAZ,2000,63.102085
Kazakhstan,KAZ,2001,63.369843
Kazakhstan,KAZ,2002,64.92973
Kazakhstan,KAZ,2003,66.50294
Kazakhstan,KAZ,2004,68.08938
Kazakhstan,KAZ,2005,69.68898
Kazakhstan,KAZ,2006,71.30166
Kazakhstan,KAZ,2007,72.92734
Kazakhstan,KAZ,2008,74.56595
Kazakhstan,KAZ,2009,76.21741
Kazakhstan,KAZ,2010,77.881325
Kazakhstan,KAZ,2011,79.558266
Kazakhstan,KAZ,2012,81.24783
Kazakhstan,KAZ,2013,82.9075
Kazakhstan,KAZ,2014,84.48871
Kazakhstan,KAZ,2015,86.08145
Kazakhstan,KAZ,2016,87.68542
Kazakhstan,KAZ,2017,89.30042
Kazakhstan,KAZ,2018,89.309814
Kazakhstan,KAZ,2019,89.321266
Kazakhstan,KAZ,2020,89.33464
Kazakhstan,KAZ,2021,89.34997
Kiribati,KIR,2000,10.169143
Kiribati,KIR,2001,10.332838
Kiribati,KIR,2002,10.439682
Kiribati,KIR,2003,10.546686
Kiribati,KIR,2004,10.653733
Kiribati,KIR,2005,10.760704
Kiribati,KIR,2006,10.92349
Kiribati,KIR,2007,11.130994
Kiribati,KIR,2008,11.340815
Kiribati,KIR,2009,11.552591
Kiribati,KIR,2010,11.766455
Kiribati,KIR,2011,11.9824095
Kiribati,KIR,2012,12.200462
Kiribati,KIR,2013,12.420105
Kiribati,KIR,2014,12.641721
Kiribati,KIR,2015,12.865181
Kiribati,KIR,2016,13.088504
Kiribati,KIR,2017,13.311108
Kiribati,KIR,2018,13.533198
Kiribati,KIR,2019,13.754721
Kiribati,KIR,2020,13.975347
Kiribati,KIR,2021,14.195151
Kiribati,KIR,2022,14.414075
Kuwait,KWT,2000,100
Kuwait,KWT,2001,100
Kuwait,KWT,2002,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2010,100
Kuwait,KWT,2011,100
Kuwait,KWT,2012,100
Kuwait,KWT,2013,100
Kuwait,KWT,2014,100
Kuwait,KWT,2015,100
Kuwait,KWT,2016,100
Kuwait,KWT,2017,100
Kuwait,KWT,2018,100
Kuwait,KWT,2019,100
Kuwait,KWT,2020,100
Kuwait,KWT,2021,100
Kuwait,KWT,2022,100
Kyrgyzstan,KGZ,2000,45.659782
Kyrgyzstan,KGZ,2001,45.658703
Kyrgyzstan,KGZ,2002,45.942135
Kyrgyzstan,KGZ,2003,46.22503
Kyrgyzstan,KGZ,2004,46.50846
Kyrgyzstan,KGZ,2005,48.28265
Kyrgyzstan,KGZ,2006,50.08612
Kyrgyzstan,KGZ,2007,51.91783
Kyrgyzstan,KGZ,2008,53.778316
Kyrgyzstan,KGZ,2009,55.668056
Kyrgyzstan,KGZ,2010,57.597218
Kyrgyzstan,KGZ,2011,59.56533
Kyrgyzstan,KGZ,2012,61.571823
Kyrgyzstan,KGZ,2013,63.35695
Kyrgyzstan,KGZ,2014,65.130806
Kyrgyzstan,KGZ,2015,66.935
Kyrgyzstan,KGZ,2016,68.75854
Kyrgyzstan,KGZ,2017,70.52173
Kyrgyzstan,KGZ,2018,72.30862
Kyrgyzstan,KGZ,2019,74.116615
Kyrgyzstan,KGZ,2020,76.33854
Kyrgyzstan,KGZ,2021,76.409775
Kyrgyzstan,KGZ,2022,76.48715
Land Locked Developing Countries,,2000,25.992165
Land Locked Developing Countries,,2001,26.435484
Land Locked Developing Countries,,2002,26.989168
Land Locked Developing Countries,,2003,27.526169
Land Locked Developing Countries,,2004,28.091679
Land Locked Developing Countries,,2005,28.690931
Land Locked Developing Countries,,2006,29.306837
Land Locked Developing Countries,,2007,29.948156
Land Locked Developing Countries,,2008,30.502449
Land Locked Developing Countries,,2009,31.056541
Land Locked Developing Countries,,2010,31.628523
Land Locked Developing Countries,,2011,31.644547
Land Locked Developing Countries,,2012,32.1861
Land Locked Developing Countries,,2013,32.73731
Land Locked Developing Countries,,2014,33.319687
Land Locked Developing Countries,,2015,33.923485
Land Locked Developing Countries,,2016,34.50532
Land Locked Developing Countries,,2017,35.09076
Land Locked Developing Countries,,2018,35.610237
Land Locked Developing Countries,,2019,36.100136
Land Locked Developing Countries,,2020,36.5019
Land Locked Developing Countries,,2021,36.87739
Land Locked Developing Countries,,2022,36.936485
Laos,LAO,2000,4.877543
Laos,LAO,2001,6.6656404
Laos,LAO,2002,8.601665
Laos,LAO,2003,10.610356
Laos,LAO,2004,11.123852
Laos,LAO,2005,11.609333
Laos,LAO,2006,12.034746
Laos,LAO,2007,12.460381
Laos,LAO,2008,12.886683
Laos,LAO,2009,13.313028
Laos,LAO,2010,13.739709
Laos,LAO,2011,14.166714
Laos,LAO,2012,14.594178
Laos,LAO,2013,15.021489
Laos,LAO,2014,15.449086
Laos,LAO,2015,15.876808
Laos,LAO,2016,16.30479
Laos,LAO,2017,16.732582
Laos,LAO,2018,17.16017
Laos,LAO,2019,17.587696
Laos,LAO,2020,17.681904
Laos,LAO,2021,17.7767
Laos,LAO,2022,17.872076
Latin America and the Caribbean (SDG),,2000,71.032555
Latin America and the Caribbean (SDG),,2001,71.37896
Latin America and the Caribbean (SDG),,2002,71.65258
Latin America and the Caribbean (SDG),,2003,71.91649
Latin America and the Caribbean (SDG),,2004,72.17135
Latin America and the Caribbean (SDG),,2005,72.42359
Latin America and the Caribbean (SDG),,2006,72.67487
Latin America and the Caribbean (SDG),,2007,72.92547
Latin America and the Caribbean (SDG),,2008,73.20843
Latin America and the Caribbean (SDG),,2009,73.487785
Latin America and the Caribbean (SDG),,2010,73.763435
Latin America and the Caribbean (SDG),,2011,74.033875
Latin America and the Caribbean (SDG),,2012,74.29563
Latin America and the Caribbean (SDG),,2013,74.78974
Latin America and the Caribbean (SDG),,2014,75.278564
Latin America and the Caribbean (SDG),,2015,75.320015
Latin America and the Caribbean (SDG),,2016,75.33977
Latin America and the Caribbean (SDG),,2017,75.388756
Latin America and the Caribbean (SDG),,2018,75.43072
Latin America and the Caribbean (SDG),,2019,75.50583
Latin America and the Caribbean (SDG),,2020,75.52682
Latin America and the Caribbean (SDG),,2021,75.37404
Latin America and the Caribbean (SDG),,2022,75.23179
Latvia,LVA,2000,92.38445
Latvia,LVA,2001,92.36528
Latvia,LVA,2002,92.39397
Latvia,LVA,2003,92.430954
Latvia,LVA,2004,92.49211
Latvia,LVA,2005,92.55305
Latvia,LVA,2006,92.636284
Latvia,LVA,2007,92.89953
Latvia,LVA,2008,93.16433
Latvia,LVA,2009,93.43695
Latvia,LVA,2010,93.716675
Latvia,LVA,2011,93.996735
Latvia,LVA,2012,94.277016
Latvia,LVA,2013,94.557495
Latvia,LVA,2014,94.83807
Latvia,LVA,2015,95.11897
Latvia,LVA,2016,95.401306
Latvia,LVA,2017,95.68483
Latvia,LVA,2018,95.969284
Latvia,LVA,2019,96.25441
Latvia,LVA,2020,96.53996
Latvia,LVA,2021,96.82567
Latvia,LVA,2022,97.111275
Least Developed Countries,,2000,25.243258
Least Developed Countries,,2001,25.581184
Least Developed Countries,,2002,25.974535
Least Developed Countries,,2003,26.378313
Least Developed Countries,,2004,26.823345
Least Developed Countries,,2005,27.478733
Least Developed Countries,,2006,27.979609
Least Developed Countries,,2007,28.506807
Least Developed Countries,,2008,29.062414
Least Developed Countries,,2009,29.62076
Least Developed Countries,,2010,30.20173
Least Developed Countries,,2011,30.532366
Least Developed Countries,,2012,31.175657
Least Developed Countries,,2013,31.82203
Least Developed Countries,,2014,32.48746
Least Developed Countries,,2015,33.17219
Least Developed Countries,,2016,33.856617
Least Developed Countries,,2017,34.5517
Least Developed Countries,,2018,35.244614
Least Developed Countries,,2019,35.936405
Least Developed Countries,,2020,36.574085
Least Developed Countries,,2021,37.22505
Least Developed Countries,,2022,37.47478
Lebanon,LBN,2000,43.4791
Lebanon,LBN,2001,43.70599
Lebanon,LBN,2002,43.93288
Lebanon,LBN,2003,44.159767
Lebanon,LBN,2004,44.386658
Lebanon,LBN,2005,44.61355
Lebanon,LBN,2006,44.84044
Lebanon,LBN,2007,45.06733
Lebanon,LBN,2008,45.294216
Lebanon,LBN,2009,45.521107
Lebanon,LBN,2010,45.747997
Lebanon,LBN,2011,45.974888
Lebanon,LBN,2012,46.20178
Lebanon,LBN,2013,46.42867
Lebanon,LBN,2014,46.655556
Lebanon,LBN,2015,46.882446
Lebanon,LBN,2016,47.109337
Lebanon,LBN,2017,47.336227
Lebanon,LBN,2018,47.563118
Lebanon,LBN,2019,47.7
Lebanon,LBN,2020,47.7
Lebanon,LBN,2021,47.7
Lebanon,LBN,2022,47.7
Lesotho,LSO,2000,8.852616
Lesotho,LSO,2001,9.720051
Lesotho,LSO,2002,10.610427
Lesotho,LSO,2003,11.523815
Lesotho,LSO,2004,12.461596
Lesotho,LSO,2005,13.422447
Lesotho,LSO,2006,14.40821
Lesotho,LSO,2007,15.370616
Lesotho,LSO,2008,16.35462
Lesotho,LSO,2009,17.359028
Lesotho,LSO,2010,18.38572
Lesotho,LSO,2011,19.434523
Lesotho,LSO,2012,20.382807
Lesotho,LSO,2013,21.230095
Lesotho,LSO,2014,22.089243
Lesotho,LSO,2015,22.960941
Lesotho,LSO,2016,23.84412
Lesotho,LSO,2017,24.73947
Lesotho,LSO,2018,25.650785
Lesotho,LSO,2019,26.577694
Lesotho,LSO,2020,27.521683
Lesotho,LSO,2021,27.865732
Lesotho,LSO,2022,28.217487
Liechtenstein,LIE,2000,100
Liechtenstein,LIE,2001,100
Liechtenstein,LIE,2002,100
Liechtenstein,LIE,2003,100
Liechtenstein,LIE,2004,100
Liechtenstein,LIE,2005,100
Liechtenstein,LIE,2006,100
Liechtenstein,LIE,2007,100
Liechtenstein,LIE,2008,100
Liechtenstein,LIE,2009,100
Liechtenstein,LIE,2010,100
Liechtenstein,LIE,2011,100
Liechtenstein,LIE,2012,100
Liechtenstein,LIE,2013,100
Liechtenstein,LIE,2014,100
Liechtenstein,LIE,2015,100
Liechtenstein,LIE,2016,100
Liechtenstein,LIE,2017,100
Liechtenstein,LIE,2018,100
Liechtenstein,LIE,2019,100
Liechtenstein,LIE,2020,100
Liechtenstein,LIE,2021,100
Liechtenstein,LIE,2022,100
Lithuania,LTU,2000,68.38195
Lithuania,LTU,2001,68.72295
Lithuania,LTU,2002,69.061226
Lithuania,LTU,2003,69.40066
Lithuania,LTU,2004,71.213745
Lithuania,LTU,2005,73.05331
Lithuania,LTU,2006,74.91872
Lithuania,LTU,2007,76.798454
Lithuania,LTU,2008,78.69247
Lithuania,LTU,2009,80.59157
Lithuania,LTU,2010,82.49667
Lithuania,LTU,2011,84.425
Lithuania,LTU,2012,86.38264
Lithuania,LTU,2013,88.35362
Lithuania,LTU,2014,90.337975
Lithuania,LTU,2015,92.335594
Lithuania,LTU,2016,93.99288
Lithuania,LTU,2017,94.44231
Lithuania,LTU,2018,94.87325
Lithuania,LTU,2019,94.897484
Lithuania,LTU,2020,94.92379
Lithuania,LTU,2021,94.95175
Lithuania,LTU,2022,94.9815
Low-income countries,,2000,18.910685
Low-income countries,,2001,19.0477
Low-income countries,,2002,19.27861
Low-income countries,,2003,19.562933
Low-income countries,,2004,19.86468
Low-income countries,,2005,20.22457
Low-income countries,,2006,20.660246
Low-income countries,,2007,21.137
Low-income countries,,2008,21.613146
Low-income countries,,2009,22.052393
Low-income countries,,2010,22.526253
Low-income countries,,2011,22.582184
Low-income countries,,2012,23.005394
Low-income countries,,2013,23.349354
Low-income countries,,2014,23.71102
Low-income countries,,2015,24.181213
Low-income countries,,2016,24.738857
Low-income countries,,2017,25.32075
Low-income countries,,2018,25.993237
Low-income countries,,2019,26.710714
Low-income countries,,2020,27.416277
Low-income countries,,2021,28.091015
Low-income countries,,2022,28.60295
Lower-middle-income countries,,2000,44.099976
Lower-middle-income countries,,2001,44.848804
Lower-middle-income countries,,2002,45.613716
Lower-middle-income countries,,2003,46.385525
Lower-middle-income countries,,2004,47.23977
Lower-middle-income countries,,2005,48.152622
Lower-middle-income countries,,2006,49.07581
Lower-middle-income countries,,2007,50.01147
Lower-middle-income countries,,2008,50.473103
Lower-middle-income countries,,2009,51.485176
Lower-middle-income countries,,2010,52.500965
Lower-middle-income countries,,2011,53.519154
Lower-middle-income countries,,2012,54.604168
Lower-middle-income countries,,2013,55.68802
Lower-middle-income countries,,2014,56.76385
Lower-middle-income countries,,2015,57.743202
Lower-middle-income countries,,2016,58.70042
Lower-middle-income countries,,2017,59.64121
Lower-middle-income countries,,2018,60.564716
Lower-middle-income countries,,2019,61.460613
Lower-middle-income countries,,2020,62.322414
Lower-middle-income countries,,2021,63.173508
Lower-middle-income countries,,2022,63.799328
Luxembourg,LUX,2000,99.831566
Luxembourg,LUX,2001,99.830315
Luxembourg,LUX,2002,99.8294
Luxembourg,LUX,2003,99.828514
Luxembourg,LUX,2004,99.82765
Luxembourg,LUX,2005,99.826805
Luxembourg,LUX,2006,99.82598
Luxembourg,LUX,2007,99.82518
Luxembourg,LUX,2008,99.8244
Luxembourg,LUX,2009,99.82365
Luxembourg,LUX,2010,99.82291
Luxembourg,LUX,2011,99.82219
Luxembourg,LUX,2012,99.77649
Luxembourg,LUX,2013,99.72375
Luxembourg,LUX,2014,99.67429
Luxembourg,LUX,2015,99.62786
Luxembourg,LUX,2016,99.58425
Luxembourg,LUX,2017,99.54323
Luxembourg,LUX,2018,99.5046
Luxembourg,LUX,2019,99.51253
Luxembourg,LUX,2020,99.520065
Luxembourg,LUX,2021,99.52723
Luxembourg,LUX,2022,99.53408
Macao,MAC,2000,99.97121
Macao,MAC,2001,99.97121
Macao,MAC,2002,99.97121
Macao,MAC,2003,99.97121
Macao,MAC,2004,99.97336
Macao,MAC,2005,99.9755
Macao,MAC,2006,99.97765
Macao,MAC,2007,99.9798
Macao,MAC,2008,99.98195
Macao,MAC,2009,99.98409
Macao,MAC,2010,99.986244
Macao,MAC,2011,99.98839
Macao,MAC,2012,99.99054
Macao,MAC,2013,99.99268
Macao,MAC,2014,99.994835
Macao,MAC,2015,99.99698
Macao,MAC,2016,99.99913
Macao,MAC,2017,100
Macao,MAC,2018,100
Macao,MAC,2019,100
Macao,MAC,2020,100
Macao,MAC,2021,100
Macao,MAC,2022,100
Madagascar,MDG,2000,6.934228
Madagascar,MDG,2001,7.488781
Madagascar,MDG,2002,8.0596895
Madagascar,MDG,2003,8.646787
Madagascar,MDG,2004,9.250258
Madagascar,MDG,2005,9.932615
Madagascar,MDG,2006,10.6359
Madagascar,MDG,2007,11.359994
Madagascar,MDG,2008,12.105384
Madagascar,MDG,2009,12.87111
Madagascar,MDG,2010,13.657627
Madagascar,MDG,2011,14.4647665
Madagascar,MDG,2012,15.292566
Madagascar,MDG,2013,16.140831
Madagascar,MDG,2014,16.763008
Madagascar,MDG,2015,17.386236
Madagascar,MDG,2016,18.02669
Madagascar,MDG,2017,18.684448
Madagascar,MDG,2018,19.359823
Madagascar,MDG,2019,20.052565
Madagascar,MDG,2020,20.763533
Madagascar,MDG,2021,21.492128
Madagascar,MDG,2022,22.239223
Malawi,MWI,2000,6.930723
Malawi,MWI,2001,7.3010607
Malawi,MWI,2002,7.680516
Malawi,MWI,2003,8.069427
Malawi,MWI,2004,8.467421
Malawi,MWI,2005,8.8748455
Malawi,MWI,2006,9.291318
Malawi,MWI,2007,9.717193
Malawi,MWI,2008,10.152081
Malawi,MWI,2009,10.600551
Malawi,MWI,2010,11.062706
Malawi,MWI,2011,11.539038
Malawi,MWI,2012,12.029254
Malawi,MWI,2013,12.534236
Malawi,MWI,2014,13.053286
Malawi,MWI,2015,13.587684
Malawi,MWI,2016,14.136313
Malawi,MWI,2017,14.700463
Malawi,MWI,2018,15.280214
Malawi,MWI,2019,15.87523
Malawi,MWI,2020,16.486404
Malawi,MWI,2021,17.113388
Malawi,MWI,2022,17.75708
Malaysia,MYS,2000,92.5773
Malaysia,MYS,2001,92.69727
Malaysia,MYS,2002,92.76328
Malaysia,MYS,2003,92.83031
Malaysia,MYS,2004,92.89831
Malaysia,MYS,2005,92.96671
Malaysia,MYS,2006,93.03588
Malaysia,MYS,2007,93.10563
Malaysia,MYS,2008,93.17592
Malaysia,MYS,2009,93.24629
Malaysia,MYS,2010,93.31696
Malaysia,MYS,2011,93.37021
Malaysia,MYS,2012,93.420815
Malaysia,MYS,2013,93.4715
Malaysia,MYS,2014,93.52267
Malaysia,MYS,2015,93.57384
Malaysia,MYS,2016,93.625275
Malaysia,MYS,2017,93.67532
Malaysia,MYS,2018,93.724205
Malaysia,MYS,2019,93.771866
Malaysia,MYS,2020,93.81822
Malaysia,MYS,2021,93.863365
Malaysia,MYS,2022,93.94192
Malta,MLT,2000,100
Malta,MLT,2001,100
Malta,MLT,2002,100
Malta,MLT,2003,100
Malta,MLT,2004,100
Malta,MLT,2005,100
Malta,MLT,2006,100
Malta,MLT,2007,100
Malta,MLT,2008,100
Malta,MLT,2009,100
Malta,MLT,2010,99.984024
Malta,MLT,2011,99.966385
Malta,MLT,2012,99.94875
Malta,MLT,2013,99.93112
Malta,MLT,2014,99.91349
Malta,MLT,2015,99.89585
Malta,MLT,2016,99.87822
Malta,MLT,2017,99.86059
Malta,MLT,2018,99.84295
Malta,MLT,2019,99.82532
Malta,MLT,2020,99.807686
Malta,MLT,2021,99.79005
Malta,MLT,2022,99.772415
Martinique,MTQ,2000,99.324455
Martinique,MTQ,2001,99.324455
Martinique,MTQ,2002,99.324455
Martinique,MTQ,2003,99.324455
Martinique,MTQ,2004,99.324455
Martinique,MTQ,2005,99.324455
Martinique,MTQ,2006,99.32159
Martinique,MTQ,2007,99.318726
Martinique,MTQ,2008,99.28191
Martinique,MTQ,2009,99.24511
Martinique,MTQ,2010,99.2083
Martinique,MTQ,2011,99.1715
Martinique,MTQ,2012,99.1347
Martinique,MTQ,2013,99.09789
Martinique,MTQ,2014,99.0611
Martinique,MTQ,2015,99.0243
Martinique,MTQ,2016,98.9875
Martinique,MTQ,2017,98.950714
Martinique,MTQ,2018,98.913925
Martinique,MTQ,2019,98.87714
Martinique,MTQ,2020,98.84035
Martinique,MTQ,2021,98.803566
Martinique,MTQ,2022,98.76963
Mayotte,MYT,2006,79.365685
Mayotte,MYT,2007,79.365685
Mayotte,MYT,2008,79.365685
Mayotte,MYT,2009,79.1273
Mayotte,MYT,2010,79.1273
Mayotte,MYT,2011,81.47008
Mayotte,MYT,2012,83.81269
Mayotte,MYT,2013,86.11317
Mayotte,MYT,2014,88.35107
Mayotte,MYT,2015,90.58332
Mayotte,MYT,2016,92.80995
Mayotte,MYT,2017,94.31672
Mayotte,MYT,2018,93.87686
Mayotte,MYT,2019,93.4378
Mayotte,MYT,2020,93.112236
Mayotte,MYT,2021,92.786674
Mayotte,MYT,2022,92.461105
Mexico,MEX,2000,39.592655
Mexico,MEX,2001,39.776936
Mexico,MEX,2002,39.95924
Mexico,MEX,2003,40.139606
Mexico,MEX,2004,40.318104
Mexico,MEX,2005,40.494644
Mexico,MEX,2006,40.66932
Mexico,MEX,2007,40.842094
Mexico,MEX,2008,41.0131
Mexico,MEX,2009,41.182266
Mexico,MEX,2010,41.349667
Mexico,MEX,2011,41.515476
Mexico,MEX,2012,41.679592
Mexico,MEX,2013,41.842083
Mexico,MEX,2014,42.00296
Mexico,MEX,2015,42.162163
Mexico,MEX,2016,42.31976
Mexico,MEX,2017,42.4757
Mexico,MEX,2018,42.630024
Mexico,MEX,2019,42.782745
Mexico,MEX,2020,42.8921
Mexico,MEX,2021,42.96604
Mexico,MEX,2022,43.03788
Moldova,MDA,2000,40.353283
Moldova,MDA,2001,42.261364
Moldova,MDA,2002,44.215874
Moldova,MDA,2003,46.217403
Moldova,MDA,2004,48.26705
Moldova,MDA,2005,50.455475
Moldova,MDA,2006,52.77063
Moldova,MDA,2007,55.117805
Moldova,MDA,2008,57.49706
Moldova,MDA,2009,59.90842
Moldova,MDA,2010,62.351955
Moldova,MDA,2011,64.82769
Moldova,MDA,2012,67.335686
Moldova,MDA,2013,69.875984
Moldova,MDA,2014,72.44862
Moldova,MDA,2015,72.773735
Moldova,MDA,2016,73.10594
Moldova,MDA,2017,73.44444
Moldova,MDA,2018,73.789215
Moldova,MDA,2019,74.139725
Moldova,MDA,2020,74.49594
Moldova,MDA,2021,74.857574
Moldova,MDA,2022,75.22434
Monaco,MCO,2000,100
Monaco,MCO,2001,100
Monaco,MCO,2002,100
Monaco,MCO,2003,100
Monaco,MCO,2004,100
Monaco,MCO,2005,100
Monaco,MCO,2006,100
Monaco,MCO,2007,100
Monaco,MCO,2008,100
Monaco,MCO,2009,100
Monaco,MCO,2010,100
Monaco,MCO,2011,100
Monaco,MCO,2012,100
Monaco,MCO,2013,100
Monaco,MCO,2014,100
Monaco,MCO,2015,100
Monaco,MCO,2016,100
Monaco,MCO,2017,100
Monaco,MCO,2018,100
Monaco,MCO,2019,100
Monaco,MCO,2020,100
Monaco,MCO,2021,100
Monaco,MCO,2022,100
Mongolia,MNG,2000,18.255875
Mongolia,MNG,2001,19.215406
Mongolia,MNG,2002,20.196634
Mongolia,MNG,2003,21.19854
Mongolia,MNG,2004,22.220083
Mongolia,MNG,2005,23.258907
Mongolia,MNG,2006,24.315554
Mongolia,MNG,2007,25.388634
Mongolia,MNG,2008,26.477415
Mongolia,MNG,2009,27.57911
Mongolia,MNG,2010,28.695032
Mongolia,MNG,2011,29.620155
Mongolia,MNG,2012,30.440584
Mongolia,MNG,2013,31.271063
Mongolia,MNG,2014,32.11119
Mongolia,MNG,2015,32.96165
Mongolia,MNG,2016,33.822056
Mongolia,MNG,2017,34.691986
Mongolia,MNG,2018,35.577793
Mongolia,MNG,2019,36.479572
Mongolia,MNG,2020,37.39738
Mongolia,MNG,2021,38.330517
Mongolia,MNG,2022,39.280155
Montenegro,MNE,2006,83.86928
Montenegro,MNE,2007,83.9874
Montenegro,MNE,2008,84.07976
Montenegro,MNE,2009,84.17143
Montenegro,MNE,2010,84.26259
Montenegro,MNE,2011,84.353294
Montenegro,MNE,2012,84.44356
Montenegro,MNE,2013,84.53345
Montenegro,MNE,2014,84.62296
Montenegro,MNE,2015,84.712105
Montenegro,MNE,2016,84.8008
Montenegro,MNE,2017,84.88911
Montenegro,MNE,2018,84.953575
Montenegro,MNE,2019,85.01322
Montenegro,MNE,2020,85.0722
Montenegro,MNE,2021,85.09556
Montenegro,MNE,2022,85.11892
Morocco,MAR,2000,41.516567
Morocco,MAR,2001,41.95547
Morocco,MAR,2002,42.393078
Morocco,MAR,2003,42.828274
Morocco,MAR,2004,43.261616
Morocco,MAR,2005,43.805397
Morocco,MAR,2006,44.36928
Morocco,MAR,2007,44.92939
Morocco,MAR,2008,47.73959
Morocco,MAR,2009,50.60236
Morocco,MAR,2010,53.51767
Morocco,MAR,2011,56.482193
Morocco,MAR,2012,59.49482
Morocco,MAR,2013,62.553364
Morocco,MAR,2014,65.65674
Morocco,MAR,2015,68.28291
Morocco,MAR,2016,69.90109
Morocco,MAR,2017,71.52532
Morocco,MAR,2018,73.15412
Morocco,MAR,2019,73.584076
Morocco,MAR,2020,73.91218
Morocco,MAR,2021,74.59271
Morocco,MAR,2022,74.824196
Myanmar,MMR,2000,27.514257
Myanmar,MMR,2001,28.961226
Myanmar,MMR,2002,30.434303
Myanmar,MMR,2003,31.933739
Myanmar,MMR,2004,33.459457
Myanmar,MMR,2005,35.011383
Myanmar,MMR,2006,36.589092
Myanmar,MMR,2007,38.19285
Myanmar,MMR,2008,39.822567
Myanmar,MMR,2009,41.477825
Myanmar,MMR,2010,43.159233
Myanmar,MMR,2011,44.668446
Myanmar,MMR,2012,45.984425
Myanmar,MMR,2013,47.316082
Myanmar,MMR,2014,48.66386
Myanmar,MMR,2015,50.031273
Myanmar,MMR,2016,51.417805
Myanmar,MMR,2017,52.822575
Myanmar,MMR,2018,54.24494
Myanmar,MMR,2019,55.683693
Myanmar,MMR,2020,56.771027
Myanmar,MMR,2021,57.325474
Myanmar,MMR,2022,57.3965
Nepal,NPL,2000,26.741066
Nepal,NPL,2001,27.037687
